No.;Fix/Dev;Ext/Int;Short description;Goal;"Created at 
(via Makro)";Folder;Object Type;Priority;Working Prio;Status;Comments / Next steps;Reporter;Responsible;Solution approach / Comment;Transport;Detailed description
292;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
293;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
294;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
295;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
296;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
297;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
298;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
299;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
300;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
301;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
302;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
303;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
304;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
305;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
306;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
307;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
308;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
309;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
310;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
311;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
312;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
313;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
314;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
315;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
316;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
317;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
318;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
319;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
320;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
321;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
322;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
323;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
324;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
325;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
326;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
327;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
328;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
329;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
330;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
331;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
332;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
333;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
334;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
335;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
336;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
337;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
338;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
339;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
340;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
341;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
342;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
343;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
344;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
345;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
346;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
346;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
348;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
349;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
350;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
351;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
352;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
353;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
354;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
355;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
356;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
357;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
358;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
359;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
360;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
361;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
362;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
363;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
364;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
365;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
366;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
367;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
368;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
369;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
370;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
371;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
372;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
373;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
374;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
375;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
376;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
377;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
378;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
379;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
380;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
381;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
382;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
383;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
384;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
385;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
386;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
387;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
388;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
389;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
390;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
391;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
392;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
393;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
394;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
395;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
396;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
397;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
398;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
399;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
400;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
401;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
402;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
403;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
404;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
405;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
406;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
407;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
408;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
409;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
410;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
411;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
412;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
413;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
414;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
415;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
416;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
417;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
418;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
419;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
420;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
421;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
422;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
423;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
424;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
425;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
426;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
427;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
428;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
429;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
430;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
431;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
432;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
433;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
434;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
435;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
436;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
437;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
438;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
439;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
440;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
441;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
442;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
443;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
444;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
445;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
446;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
447;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
448;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
449;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
450;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
451;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
452;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
453;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
454;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
455;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
456;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
457;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
458;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
459;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
460;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
461;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
462;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
463;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
464;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
465;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
466;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
467;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
468;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
469;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
470;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
471;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
472;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
473;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
474;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
475;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
476;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
477;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
478;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
479;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
480;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
481;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
482;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
483;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
484;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
485;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
486;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
487;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
488;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
489;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
490;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
491;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
492;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
493;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
494;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
495;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
496;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
497;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
501;Fix;Int;No staging Entrie in IR1 after Upload;;;Link;;Very High;0;Closed;"14.06.2024: Solution Proposal from Frank. Günter to transport it to IH2 for first Retest
13.06.2024: almost solved … one remaining issue. Askd Frank to look into it
03.06.2024: Under investigation";Niklas;Frank;;;
498;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
499;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
500;;;ARCHIVE UP TO LINE 500;;;;Archive;;0;;;;;;;
502;;;Scope of Planning is not active after 1 or 2 Step;;;Link;;Very High;0;Confirmed;"03.06.2024: Decision tables filled by Dieter - retest required
03.06.2024: Decision tables of rule-based workflow are empty for all change request type";Niklas;Mike;;;
506;Fix;Int;Internal server error caused opening certain material types;;;Link;Material Type;Very High;0;Closed;"Mike (06.06.2024): Forwarded to Frank
Michael (03.06.2024): either it should not be possible to enter such a value or the direct update should not dump (best would be both :-). Mike: please forward to Frank if necessary";Maxi;Frank/Mike;;;
503;;;Redundant Change Column;;;Link;;Medium;0;Closed;Michael (03.06.2024): all lists should have such a column. It is used to mark a change in the list (if someone changes a particular list item in a change);Maxi;Mike;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
504;;;Company Name has no German translation in Search Criteria;;;Link;;Medium;0;Confirmed ;"Mike (02.07.2024): Additional adjustment für search results (Transport ID1K902898)
Mike (18.06.2024): Feeder Class adjustment for search criteria (Transport ID1K902703)
Michael (03.06.2024): Ulla … please check";Maxi;Ulla/Mike;;;
505;;;Searchcriteria;;;Link;;Medium;0;Confirmed;Michael (03.06.2024): Ulla … please check;Maxi;Ulla;;;
509;;;Missing German Translation for Pop-Up in Characteristics ;;;Link;;Medium;0;Confirmed;Michael (03.06.2024): Ulla … please check;Maxi;Ulla;;;
510;;;Missing German Translation for ALL Check Boxes ;2507;;Link;;Medium;0;Closed;;Maxi;Ulla;Michael (03.06.2024): Ulla … please check;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
512;;;Material Group import ;;;Link;;Very High;0;Confirmed;;Niklas;;;;
516;Fix;Int;No Data change after sucessful Data import;;;Link;Many;High;0;Automatically Confirmed;;Niklas;Dieter;;;
513;;;Scope-Of_Planing (creade);;;Link;;Medium;0;Closed;In generally, the distribution works. Some errors in the translation, in the distribution CR number and in the S01/400 the /ITR tables are not available.;Gerd;Mike;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
514;;;Purchasing Value Key empty in Material Group;;;Link;;Medium;0;Closed;;Niklas;Mike;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
515;;;Changing the search texts for the plant object;;;Link;;Low;0;Closed;The field description Name1/Name2 in the maintenance UI does not match the overview with midium- /LongDescription. Could be optimized  ;Gerd;Mike;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
518;;;Tax Code French Translation;;;Link;;Medium;0;Closed;;Christine;Christine/Ulla;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
519;;;Class French Translation;;;Link;;Medium;0;Closed;;Christine;Christine/Ulla;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
520;;;Translation Acc. Group vendor;;;Link;;Medium;0;Closed;;Christine;Christine/Ulla;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
521;;;Change Scope of Planning;;;Link;;Medium;0;Confirmed;The test in this point is completed after the IH2 has been restarted. ;Gerd;Mike;;;
525;;;MRP profile Upload Checkbox Error;;;Link;;High;0;Confirmed;;Niklas;Dieter;;;
526;;;"MRP Type Import XML Transformation Error
";;;Link;;High;0;Confirmed;;Niklas;Niklas;;;
530;;;Controlling Area - Search Help - Currency and Valuation Profile;;;Link;;-;0;Confirmed;No Todo - no values in MDG means no search help shown;Maxi;Mike;;;
532;;;Company Code throwing unwanted errors;;;Link;;High;0;Confirmed;11.06.2024: Michael: Created and asked Dieter to look into it;Shell;Dieter;;;
533;;;UOM Primary Code not updated;;;Link;;High;0;Confirmed;"17.06.2024 Mike: Correction transports ID1K902649 & ID1K902676 tested in S02 (Shell environment) and will be transported to IH2/IH1
12.06.2024 Mike: /ITR/T006 adjusted, but specific field name is forbidden (Field: PRIMARY); opened up discussion with Frank
11.06.2024 Michael: Created and asked Frank to look into it";Shell;Frank/Mike;;;
534;;;Exchange Rates - Datafeed;;;Link;;High;0;Confirmed;Was solved after Frank gave a hint about the TCURC entries. The retest was successful after removing the wrong entry in the TCURC.;Gerd;Frank;;;
535;;;Replication_MaterialGroup_IR2;;;Link;;;0;Closed;;Maren;;;;See Word document in Defect Details folder
536;;;NavigationCompleted_ChangRequests;;;Link;;;0;Closed;;Maren;;;;See Word document in Defect Details folder
537;;;WIthdrawal_Workflow_will_not complete;2507;;Link;;Medium;0;Closed;;Maren;Ulla;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
538;;;Unused or skipped row.;;;Link;;;0;Closed;;;;;;
539;;;Unused or skipped row.;;;Link;;;0;Closed;;;;;;
540;;;Unused or skipped row.;;;Link;;;0;Closed;;;;;;
542;;;Factory Calendar missing Tables in LSA;;;Link;;Medium;0;Closed;;Michael;Frank;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
543;;;remove PF4 selection for Street/House No;;;Link;;Low;0;Closed;;Gerd;Michael;;;"11.07.2025 MB: Closed because of ""old"" and ""low"" or ""medium"" "
545;;;Configure Business Alternative in RDMIMG;;;Link;;-;0;Closed;;Maxi;;;;
546;;;No German Translation for Fiori Tiles on S01;;;Link;;-;0;Closed;;Maxi;;;;
550;Fix;Int;BC Set Delivery;;;Link;;High;0;Automatically Confirmed;;;Dieter/Michael;;;
551;Fix;Int;Valuemapping does not work. ;;;Link;Incoterm;Medium;0;Automatically Confirmed;;Maren;Frank;03.09.2025 MB: Maren hat wahrscheinlich die zweite IMG Aktivität nicht gepflegt. Siehe Dokumentation dazu.;;
547;;;Storage Location Enhancement: UI Customizing Error;;;Link;;High;0;Confirmed;;Michael;Mike;;;
548;;;Document Type Enhancement;;;Link;;High;0;Confirmed;"Mike (02.07.2024): Second UI configuration created (Transport ID1K902896)
to be discussed: 2nd UI Config + Attribute Overview Table";Michael;Mike;;;
549;;;Change documents are not showing all changes;;;Link;;High;0;No Error;;Shell;Dieter;;;
552;;;Scope of Planning - Missing German Translations;;;Link;;-;0;Closed;;Maxi;;;;
553;;;Fiori - Tile Search - Purchasing Group /   groupe d'achats;;;Link;;-;0;Closed;;Maxi;;;;
554;;;Missing French Method of Search Translation on ALL Search UIs;;;Link;;-;0;Closed;;Maxi;;;;
555;;;Material Group - Leftover Change Request Type;;;Link;;-;0;Closed;;Maxi;;;;
556;;;Fiori - Tile Search -Product hierarchy /   Hiérarchie des produits;;;Link;;-;0;Closed;;Maxi;;;;
557;;;Document Type Enhancement - Secondary Cost indicator ;;;Link;;High;0;Confirmed;;Shell;Michael;;;
558;;;Fiori - Tile Search - Sales Organization  - Organisation des ventes;;;Link;;Low;0;Confirmed;;Maxi;Niklas;;;
559;;;Fiori - Tile Search - Material Type - Type de Matériaux;;;Link;;Low;0;Confirmed;;Maxi;Niklas;;;
560;;;Fiori - Tile Search - Factory Calendar - Calendrier de l'Usine;;;Link;;Low;0;Confirmed;;Maxi;Niklas;;;
561;;;Fiori - Tile Search - Personell Area - Domaines du Personnele;;;Link;;Low;0;Closed;Mismatch aswell! Domaine Persnonell in Search -> Zones de Personell on Search UI (and in Staging Cockpit);Maxi;Niklas, Christine;;;
562;;;Fiori - Tile Search - Sales Group - Groupe de vente;;;Link;;Low;0;Confirmed;;Maxi;Niklas;;;
563;;;Fiori - Tile Search - Shipping Type - Type d'expédition;;;Link;;Low;0;Closed;;Maxi;Niklas;;;
564;;;Fiori - Mismatch Tile Name to Object - Shipping Type - Type d'expédition;;;Link;;Medium;0;Closed;;Maxi;Christine;;;
565;;;Fiori - Tile Search - Document Type - Type de Document;;;Link;;Low;0;Confirmed;;Maxi;Niklas;;;
566;;;Fiori - Mismatch Tile Name to Object - Operating Concern - Centre d'Exploitation;;;Link;;Medium;0;Closed;31.07.24 done in ID1, to be tested in IH1;Maxi;Christine;;;
567;;;Fiori - Mismatch Tile Name to Object - Location - Localisation;;;Link;;Medium;0;Closed;31.07.24 done in ID1, but cannot be seen in Fiori Launchpad. Next Test on Friday.;Maxi;Christine;;;
568;;;Missing FR Translation for Characteristics - Caractéristiques;;;Link;;Medium;0;Closed;31.07.24 Michael: problem still exists;Maxi;Christine;;;
569;;;Missing FR Translation for MRP Type Checkboxes;;;Link;;High;0;Closed;;Maxi;Christine;;;
571;;;PaymentTermReplication;;;Link;;;0;Closed;;Maren;;;;
572;;;UOM Validation;;;Link;;Low;0;Confirmed;;Shell;;;;
573;Fix;Ext;UOM Mass Create & Change Issues;;;Link;Unit of Measure;High;0;Automatically Confirmed;;Shell;;"03.09.2025: MB: Shell hat sich nicht mehr gemeldet ...
Mike (09.07.2024): Mass Upload for Entity Type and corresponding Texts need to be done
Mike (02.07.2024): Only the last entry of a mass upload is handled correctly (texts are not updated correctly)";;
575;;;UOM Table Sync Issue_T006_OIB & T006;;;Link;;High;0;Confirmed;"13.08. can not be tested in IH1 (no IS Oil) … so: solved …. done
13.08.2024: Delivery to Shell
Oil and Gas Table";Shell;Frank;;;
576;;;Fiori - Mismatch Tile Name to Object - MRP Area - Domaine de MRP;;;Link;;Medium;0;Closed;31.07.24 Michael: Done in ID1 but problem still in IH1;Maxi;Christine;;;
577;;;Fiori - Tile Search - Tax Code - Code des Impôts;;;Link;;Low;0;Confirmed;;Maxi;Niklas;;;
578;;;Fiori - Tile Search - Valuation Class - Classe d'Évaluation;;;Link;;Low;0;Confirmed;;Maxi;Niklas;;;
579;;;Product Hierarchy - Missing CR Type;;;Link;;High;0;Closed;Mike (02.07.2024): BRF+ tables have not been exported correctly due to missing assignment to DM I1 in table USMD110C;Ulla;Dieter/Mike;;;
583;Fix;Int;RDH: Client check erro;2602;;Link;RDH, Functional Area;High;0;New;;Gerd;Frank;;;
580;;;Typo in Pop-Up in Characteristics Maintenancr;;;Link;;;0;Closed;;Maren;;;;
581;;;;;;Link;;;0;Closed;;;;;;
582;;;;;;Link;;;0;Closed;;;;;;
584;;;Txt-Variants for all Upload/Downloads;;;Link;;Medium;0;Closed;;;Niklas;;;
585;;;Enhancement Tests not working (missing Customer Include);;;Link;;High;0;Closed;;Maren;Mike;;;
586;;;Class change issue with characteristic;;;Link;;High;0;Confirmed;;ExxonMobil;Mike;;;
587;;;Company Code new attributes LSA Update errors;;;Link;;High;0;Confirmed;;Michael ;Mike/Frank?;;;
588;;;Load of Product hierarchy and button for hierarchy processing;;;Link;;Medium;0;Closed;;Maren;;;;
589;;;Product Hierarchy - Name, Numbering, 2 CRs;;;Link;;Medium;0;Closed;;Bayer ;Michael;;;
590;;;Code Value List (timedependent);;;Link;;;0;Closed;;;;;;
591;;;Missing Translations for Local Scope ;;;Link;;Medium;0;Closed;31.07.24 better but not final. To be discussed with Dieter;Michael;Christine;;;
593;;;MDMGX for Planning Scope;;;Link;;Medium;0;Confirmed;;Michael;Niklas;seems to work;;
594;;;Data Import for Planning Scope;;;Link;;Medium;0;Confirmed;;Michael;Niklas;;;
595;;;Search UI for Country not consistent to others;;;Link;;Low;0;Confirmed;;Michael;Mike;;;
596;;;Planning Scope Deletions from Sequence;;;Link;;High;0;Confirmed;4.11.24 new topic 701 raised;Michael;Frank;;;
600;Fix;Int;Selected attribute Controlling Integration disappears;2407;;Link;Chart of Account;High;0;Automatically Confirmed;;Michael;Grigor;;;
597;;;Planning Scope Create and Delete;;;Link;;High;0;Closed;26.07. to be tested in IH2;Michael;Mike;;;
598;;;Document Type data extraction issue;;;Link;;Very High;0;Confirmed;;Shell;Niklas/Dieter;;;
599;;;Valuation Class - No change identification in the UI active;;;Link;;Low;0;Confirmed;;Gerd;Grigor;Günter and Mike have corrected the table USMD0090 and set the HighLight flags. ReTest by Gerd ok!;;
